pctAl,pctO
0.001111072422817418, 0.015311833318746604
0.009997032961977447, 0.0069351729855055295
0.010478990352090219, 0.004715680211260916
0.011719639777549758, 0.0029483048687034136
0.026447097659529902, 0.002289315492794483
0.056864809367313515, 0.0019991620716669476
0.07615987986375844, 0.0015279606631787694
0.06260361232916938, 0.001405592303859215
0.05861000391522656, 0.001208864164064123
0.8489580956130247, 0.0011249623157304567
2.7877203354355675, 0.0009026882705527337
4.702311909949191, 0.0011597056121601392
11.330028367884271, 0.0009628428939645094
14.987115484035904, 0.001673499311645627
21.128588246688416, 0.0021149288927571367
26.109706288071532, 0.0020104059413371092
32.80579343621665, 0.0020435479080056712
