pctAl,pctO
0.003977088529930585, 0.0010623118592281067
0.005767944078440915, 0.0005428701740573585
0.006781119367304358, 0.0004220313791926668
0.010542201825087277, 0.0005332583319066856
0.010897605073187884, 0.0005996285608231478
0.015568871469201054, 0.0004007218312187012
0.009900200568930774, 0.0008819296128548033
0.008553304393122916, 0.0009755260221213379
0.013718430606208682, 0.0009114632340588778
0.01592398299109391, 0.0015068426075915155
0.01568262976529783, 0.0018738730288103708
0.02715327404405219, 0.0006087543758606073
0.03352818470171537, 0.0004893450239568486
0.043481585055636846, 0.0004067359648059407
0.051180110494613615, 0.0004066152846986683
0.07197039788191001, 0.0003005012101027642
0.0632559612485434, 0.0003997004803700988
0.1523523611791983, 0.0003051651157324842
0.1707679188526038, 0.0003051017323562262
0.23657215315719607, 0.0002998509511784479
0.6825534403967992, 0.00029927313784910026
0.7786774163027705, 0.0003978780498814569
1.2889630935174798, 0.0002989269844436264
1.3132610848879216, 0.0004943072252182667
1.1341465485045474, 0.0005027990375722274
1.2943804033413309, 0.0007269158447422196
1.7397670576896225, 0.001181450125977843
2.504671433316582, 0.004014955138054608
2.959817682089852, 0.009281675116171874
