pctAl,pctO
0.01773475041691064, 0.01225115179429903
0.051774842835899636, 0.004701986327690982
0.08305351663106512, 0.004543019909106113
0.07530291374721144, 0.004393989187960535
0.09004231446376545, 0.003906130823764714
0.10425434943152846, 0.003776311529380727
0.12073823313933656, 0.0038391344078805277
0.14183437364605167, 0.002523871096736741
0.20622296143339136, 0.002205559756049107
0.2674225213874246, 0.0018027468161513956
0.3147703602765113, 0.001802211934316538
0.5569467573599814, 0.0018307805349302411
0.5047324571908517, 0.0016012593740000968
0.6441906880680774, 0.0014233048702012592
1.3643190081985148, 0.001598363457362202
1.2773874758863952, 0.0013978969766661395
1.7375656906478198, 0.000903465430175762
1.9486726838638633, 0.001015761533526355
2.010704255265344, 0.0007767157892352898
2.4493976200501892, 0.0011227945112979938
3.178302188282912, 0.0010494653788903072
3.4460230457254295, 0.0009175965064709541
2.7513402059990453, 0.0017652666659851099
2.840945462133992, 0.0015696907872401254
2.9814444144408556, 0.0013725352906728226
3.5686861506654246, 0.00151729735707972
3.8100422967885166, 0.0015953780902538983
4.343172181344577, 0.0017936221502357758
3.880636123399013, 0.0024670019776694293
8.33201198849258, 0.0015931072679901698
5.641436606196995, 0.0020847701234581544
5.7373304691522335, 0.002344313685522803
7.208724455560376, 0.0023829601918968174
6.648680060412346, 0.0027254182018277744
6.439485947995488, 0.003116813770199673
7.220142412902514, 0.003332319266719111
4.357631057004332, 0.0036270502607800934
4.887065077795832, 0.0040778739418401684
5.657083048283746, 0.0037489560913541936
7.23100622316267, 0.004582420403523699
