pctMg,pctO
0.00001990585093139301, 0.002429335677670314
0.00001990585093139301, 0.0014870843422997526
0.00004003976374247122, 0.0015505157798326253
0.00005036765775842431, 0.0016856110499753481
0.00007106276950695515, 0.0016336233316217874
0.000059515753530139885, 0.0014870843422997526
0.00005768221149929822, 0.0013536901673151854
0.000051429437937953105, 0.0012322616928720515
0.000060770381008969996, 0.0010211047460641051
0.00007032538489777048, 0.0010871292455709842
0.00013013160490826973, 0.0016856110499753481
0.00017980970852380596, 0.0015998587196060605
0.00018943629607953656, 0.0015344086675949352
0.00022384292637166737, 0.001284823695155451
0.0001385360669775318, 0.001258268262984639
0.00014902973636502794, 0.0010426549024346394
0.000141456489657739, 0.0010211047460641051
0.00012096861454085122, 0.0006938567878737196
0.00013998866284678564, 0.0006057772023261473
0.0001975073395149909, 0.0006866488450043012
0.0002192216045746863, 0.0007864871113709769
0.00042293542751450875, 0.000803085722139152
0.0006419105576536047, 0.0009491268579601791
0.0015098557155569852, 0.000803085722139152
0.0018027920733465759, 0.0007622302281266141
0.0030688539291537117, 0.0007310474696342764
0.0018027920733465759, 0.00033755509784428174
0.0015098557155569852, 0.0004382514442812629


