pctAl,pctO
0.030368058361071735, 0.012035666339511128
0.020782432827488654, 0.004789438027136722
0.05887030662366675, 0.0030912988354491267
0.15379380880624005, 0.0022440487962792108
0.16161695145281282, 0.0026093182455209298
0.17262931750027588, 0.0030339534856367056
0.24350481195787965, 0.004311710429176895
0.37883211367481445, 0.0063354272828273096
0.7767695717993012, 0.007482104416903687
1.3760289059034472, 0.00977409491993569
1.211234087672042, 0.017877769072816997
2.136523250975222, 0.00944420935128672
1.7537277013750991, 0.0064245981375203355
0.6684949956911181, 0.0036394490766272327
1.7483237296630294, 0.003340933450556602
1.322124226618784, 0.002055529337719289
0.655970738778355, 0.002092952331408956
0.03597749856981908, 0.0015046085040635799
0.05327100373721739, 0.0019661564089009215
0.020367270027286295, 0.00210622321196865
0.009941809559963884, 0.0021446327795556644
0.6443436359719059, 0.0014967263617146564
